Latitude,Longitude,pH,EC,Avail-P,Exch-K,Avail-Ca,Avail-Mg,Avail-Zn,Avail-Fe,Avail-Cu,Avail-Mn,Crop_Label
18.75,83.32,4.9,0.18,6.81,89,576,97,1.05,116.65,4.16,44.14,Paddy
18.76,83.3,5.32,0.09,5.73,128,912,152,0.64,108.65,4.39,26.45,Paddy
18.75,83.3,5.15,0.04,3.5,47,430,49,0.56,82.9,2.35,23.72,Paddy
18.75,83.3,5.76,0.03,1.62,119,697,142,0.41,18.62,0.93,37.26,Paddy
18.75,83.31,5.1,0.05,8.56,53,702,114,1.34,194.59,3.95,40.53,Paddy
18.75,83.3,6.13,0.05,2.13,139,1337,221,0.39,32.06,2.36,59.91,Paddy
18.75,83.3,7.18,0.09,4.66,84,1531,207,0.49,34.48,2.13,38.47,Paddy
18.76,83.3,5.32,0.04,4.77,106,787,304,0.62,76.25,2.34,65.8,Paddy
18.75,83.31,6.4,0.09,16.31,59,1430,72,0.71,71.85,1.74,42.4,Unknown
18.75,83.3,5.38,0.13,4.15,50,832,238,0.53,90.21,3.57,63.51,Paddy
18.75,83.3,5.7,0.16,5.64,124,1439,157,1.12,100.15,3.41,77.48,Paddy
18.76,83.33,6.56,0.06,2.32,64,1688,247,0.33,22.7,1.09,33.55,Paddy
18.76,83.33,5.12,0.09,10.15,158,1598,366,0.64,135.31,2.88,8.51,Paddy
18.76,83.33,6.48,0.42,10.11,64,1099,166,1.32,83.59,4.17,39.13,Paddy
18.76,83.33,5.22,0.13,5.37,58,1010,151,0.47,63.37,2.68,42.47,Paddy
18.76,83.33,6.5,0.22,30.47,267,836,143,1.28,128.36,3.17,38.62,Paddy
18.76,83.33,7.35,0.23,6.11,75,1374,129,0.68,32.83,2.17,15.13,Paddy
18.76,83.33,5.3,0.12,5.5,109,631,127,0.39,81.44,3.08,11.11,Blackgram
18.75,83.33,6.17,0.1,5.61,65,1374,270,0.38,81.9,2.69,21.11,Blackgram
18.75,83.33,6.83,0.25,4.39,90,2321,436,0.59,60.21,4.67,21.32,Blackgram
18.75,83.33,6.85,0.18,5.62,124,1774,305,0.49,52.88,3.67,39.4,Blackgram
18.75,83.33,6.66,0.14,9.4,143,1479,273,0.94,84.18,4.41,31.46,Blackgram
18.75,83.32,6.35,0.14,16.22,78,1192,294,0.54,48.9,2.25,51.54,Sesamum
18.75,83.32,6.61,0.14,5.48,101,1725,292,0.67,62.13,3.96,41.25,Sesamum
18.76,83.32,6.8,0.15,6.72,97,2606,606,1.3,64.88,4.43,37.99,Paddy
18.76,83.33,5.51,0.05,3.2,73,1344,269,0.33,55.98,1.89,31.02,Paddy
18.76,83.33,4.81,0.03,2.12,35,217,43,0.26,26.29,0.55,23.32,Maize
18.76,83.33,5.1,0.08,7.43,47,1059,187,1.3,128.98,3.3,31.15,Paddy
18.76,83.28,6.05,0.05,3.15,77,804,213,0.4,38.13,3.09,10.84,Paddy
18.77,83.3,5.6,0.08,3.54,113,1264,191,0.67,108.15,3.56,77.35,Paddy
18.76,83.3,5.95,0.04,3.37,98,553,113,0.38,75.32,2.08,17.38,Paddy
18.76,83.3,5.4,0.06,3.78,69,948,180,0.58,114.58,4.52,30.22,Paddy
18.76,83.31,7.62,0.29,4.55,96,1612,264,0.63,35.13,2.85,25.25,Black Gram
18.77,83.3,5.94,0.09,4.22,277,667,130,0.64,58.42,2.76,95.15,Paddy
18.78,83.29,5.87,0.05,1.82,82,420,103,0.22,16.93,0.56,35.96,Mango
18.78,83.29,5.23,0.02,2.47,63,78,10,0.23,11.18,0.3,24.68,Eucaliptus
18.77,83.29,5.64,0.03,1.57,114,595,157,0.4,23.74,0.91,46.1,Cashewnut
18.79,83.29,5.15,0.07,5.78,67,545,79,1.02,135.42,4.36,142.4,Paddy
18.77,83.29,5.9,0.04,1.52,77,989,180,0.27,21.06,1.24,31.75,Maize
18.77,83.29,6.26,0.05,1.93,65,787,144,0.57,56.08,2.29,78.61,Sesamum
18.77,83.29,6.56,0.04,4.64,72,499,111,0.47,61.48,1.94,47.35,Paddy
18.77,83.31,7.32,0.15,14.83,508,1354,234,1.25,66.64,2.55,33.97,Unknown
18.78,83.28,5.94,0.04,10.64,152,149,28,0.7,17.12,0.95,26.26,Ragi
18.78,83.29,5.46,0.03,2.58,193,299,109,0.29,25.05,0.53,47.86,Maize
18.79,83.28,5.6,0.02,1.99,45,262,74,0.31,63.94,1.22,31.92,Paddy
18.78,83.28,6.28,0.05,2.84,275,448,119,0.73,25.17,0.89,44.36,"Mango(Intercrop Ragi,)"
18.78,83.28,5.42,0.02,1.36,108,371,115,0.39,27.5,0.76,41.88,Cashew Nut
18.78,83.28,5.41,0.03,1.57,131,288,77,0.39,19.88,0.87,40.85,Mango(Intercrop Ragi)
18.79,83.28,5.99,0.05,6.5,94,426,74,1.36,17.52,0.46,32.69,Maize
18.78,83.28,6.72,0.13,3.17,623,832,293,0.91,20.47,1.31,44.47,Mango(Inter Crop Ragi)
18.78,83.29,6.75,0.08,5.29,242,737,139,0.69,19.13,0.85,35.79,Red Gram
18.78,83.29,6.14,0.03,2.34,116,936,245,1.18,34.01,1.12,67.24,Mango (Inter Crop Red Gram And Ragi)
18.78,83.29,7.13,0.83,5.56,143,1897,374,1.65,69.62,2.13,95.65,Paddy
18.76,83.31,5.78,0.09,3.38,76,589,72,0.46,45.42,1.24,43.38,Oil Palm
18.76,83.29,5.09,0.06,1.85,86,246,50,0.49,14.52,0.86,42.3,Mesta
18.75,83.29,4.92,0.04,1.7,70,77,13,0.41,12.63,0.57,38.6,Mesta
18.77,83.29,5.61,0.04,1.52,110,643,146,0.37,19.6,0.78,27.25,Cashew Nut
18.77,83.29,5.7,0.04,1.61,101,565,129,0.38,32.71,1.01,35.33,Cashew Nut
18.78,83.29,4.81,0.04,4.15,43,199,26,0.62,102.63,2.47,21.95,Paddy
18.77,83.29,5.13,0.03,2.74,46,378,66,0.62,105.15,3.05,83.12,Paddy
18.76,83.29,5.36,0.02,1.65,64,83,29,0.26,12.92,0.32,19.26,Cashew Nut
18.76,83.29,5.37,0.02,1.57,67,84,30,0.26,16.41,0.35,23.03,Cashew Nut
18.76,83.29,5.64,0.02,1.54,70,182,42,0.36,26.79,0.5,22.31,Cashew Nut
18.75,83.29,5.32,0.08,2.92,25,606,84,0.68,96.46,2.65,32.08,Paddy
18.76,83.29,5.04,0.06,4.13,53,535,111,0.93,107.11,4.51,56.92,Paddy
18.76,83.29,5.57,0.04,3.04,30,335,69,0.28,69.09,2.0,25.22,Paddy
18.76,83.29,5.24,0.04,1.72,101,443,94,0.49,26.44,0.66,60.14,Cashew Nut
18.76,83.29,5.23,0.02,1.73,76,408,116,0.35,16.99,0.59,21.75,Cashewnut
18.76,83.3,5.65,0.07,7.73,71,154,45,0.96,69.44,3.22,102.76,Paddy
18.76,83.3,6.23,0.11,11.34,102,171,58,0.81,65.77,3.02,63.19,Paddy
18.76,83.3,5.63,0.07,5.09,113,834,175,0.63,66.77,3.07,44.07,Paddy
18.76,83.3,5.25,0.2,8.04,112,1026,184,1.3,147.0,5.62,51.44,Paddy
18.76,83.29,5.15,0.07,4.03,105,871,229,0.89,122.46,3.27,68.62,Paddy
18.76,83.28,6.11,0.22,14.77,385,727,123,2.35,44.9,1.28,58.04,Maize
18.76,83.29,5.75,0.11,4.42,148,527,114,0.98,36.85,1.08,41.58,Sesamum
18.76,83.29,5.71,0.05,1.85,135,302,82,0.52,24.49,0.71,41.42,Cashewnut
18.77,83.28,5.0,0.03,1.74,52,95,12,0.34,13.14,0.36,30.47,Mango(Inter Crop Ragi)
18.76,83.28,5.03,0.04,2.54,55,427,61,0.47,90.98,3.58,9.18,Paddy
18.76,83.28,6.42,0.25,8.2,212,1202,403,1.11,65.63,4.96,53.22,Paddy
18.78,83.35,5.01,0.07,9.2,77,259,45,0.6,119.14,1.76,7.46,Sesamum
18.78,83.36,6.03,0.12,3.29,28,770,103,0.34,76.37,2.61,8.88,Sesamum
18.79,83.36,5.28,0.11,9.96,77,322,65,0.65,92.99,1.94,7.65,Sesamum
18.77,83.36,5.46,0.12,4.1,91,659,134,0.51,64.06,2.88,15.64,Sesamum
18.78,83.36,5.18,0.07,10.16,69,246,49,0.83,121.88,1.95,9.41,Sesamum
18.79,83.36,4.9,0.07,5.06,47,263,46,0.63,87.52,2.23,11.95,Sesamum
18.77,83.36,5.02,0.05,4.34,89,493,86,0.79,85.26,3.87,17.47,Paddy
18.77,83.36,5.66,0.14,5.46,115,1405,283,0.81,70.09,4.72,35.0,Sesamum
18.77,83.36,5.32,0.13,4.29,78,1704,284,0.91,98.25,4.7,37.74,Paddy
18.77,83.36,5.24,0.08,3.48,29,854,167,0.77,137.7,4.04,34.85,Paddy
18.77,83.36,5.14,0.09,6.79,335,741,130,1.23,103.67,4.76,77.24,Paddy
18.77,83.36,4.96,0.1,4.98,98,540,96,0.79,93.14,3.78,21.84,Sesamum
18.77,83.36,5.24,0.06,3.94,39,202,37,0.34,62.7,1.48,5.81,Sesamum
18.77,83.35,5.08,0.08,4.06,73,221,43,0.5,64.36,1.83,4.48,Sesamum
18.77,83.35,4.85,0.14,4.61,75,347,59,0.96,110.72,3.2,11.38,Sesamum
18.77,83.35,5.18,0.06,5.75,77,326,57,0.56,73.24,1.75,19.69,Sesamum
18.77,83.35,5.05,0.05,9.24,54,237,47,0.61,102.82,1.92,6.79,Sesamum
18.78,83.35,5.11,0.07,3.89,37,245,45,0.58,84.6,1.71,5.17,Sesamum
18.78,83.35,5.12,0.07,4.66,76,188,38,0.52,85.71,1.74,10.95,Sesamum
18.77,83.35,5.41,0.16,11.83,195,206,62,0.61,106.05,1.97,7.38,Sesamum
18.77,83.35,6.6,0.07,2.31,43,577,103,0.42,20.09,1.54,27.51,Unknown
18.77,83.35,5.19,0.14,6.06,38,872,151,0.79,122.67,3.07,35.89,Sesamum
18.78,83.35,5.8,0.08,2.76,27,773,137,0.51,70.97,2.78,36.03,Sesamum
18.78,83.35,4.95,0.07,3.23,28,564,92,0.67,119.86,3.61,24.91,Sesamum
18.78,83.35,5.28,0.19,3.24,41,1034,178,0.76,108.41,4.03,30.96,Sesamum
18.78,83.35,5.54,0.14,4.14,38,900,169,0.51,100.28,3.52,32.44,Sesamum
18.78,83.36,6.8,0.1,3.91,29,1260,248,0.56,75.06,3.65,31.64,Sesamum
18.78,83.36,5.15,0.09,5.95,38,704,112,0.64,97.93,3.54,27.51,Sesamum
18.78,83.36,6.85,0.2,3.87,32,1306,211,0.5,40.21,3.27,27.49,Sesamum
18.78,83.36,5.32,0.08,3.89,22,845,126,0.8,110.76,4.26,14.03,Sesamum
18.76,83.29,7.86,0.32,6.9,125,3587,619,0.68,52.88,4.24,26.0,Blackgram
18.77,83.29,7.9,0.24,24.14,114,3438,438,0.78,96.6,3.54,28.54,Blackgram
18.77,83.28,7.75,0.24,11.86,97,2979,461,1.3,93.96,3.66,35.16,Blackgram
18.76,83.27,7.85,0.34,8.3,144,4246,867,0.84,69.04,5.06,27.34,Blackgram
18.76,83.27,5.32,0.08,13.01,127,493,89,0.63,91.42,1.57,57.13,Maize
18.73,83.28,5.51,0.02,2.0,106,266,77,0.38,20.78,0.88,50.23,Cashewnut
18.74,83.28,5.47,0.05,3.94,92,532,99,0.93,111.43,3.9,19.18,Paddy
18.74,83.28,5.31,0.03,3.94,81,807,147,0.54,96.7,2.84,110.08,Paddy
18.77,83.28,6.06,0.03,1.81,114,1098,328,0.31,17.67,1.0,29.4,Paddy
18.76,83.27,5.9,0.06,17.14,138,573,106,1.39,131.43,3.03,74.13,Paddy
18.76,83.27,5.65,0.03,5.12,49,724,163,1.06,56.65,2.61,81.29,Oil Palm
18.76,83.28,5.46,0.08,3.17,51,645,91,0.84,158.71,4.75,28.14,Paddy
18.75,83.28,5.2,0.04,4.98,57,659,91,1.19,174.01,4.75,26.2,Blackgram
18.75,83.28,5.51,0.24,5.33,32,648,99,5.4,183.64,7.29,103.82,Paddy
18.75,83.27,6.8,0.19,7.4,184,3268,677,1.57,58.73,3.95,85.56,Unknown
18.75,83.27,5.05,0.06,15.35,44,266,67,0.74,156.27,2.4,40.1,Paddy
18.75,83.27,4.97,0.05,10.25,55,326,71,0.62,121.15,2.86,21.59,Paddy
18.75,83.27,5.0,0.04,5.24,61,333,49,1.25,167.27,4.2,10.1,Paddy
18.76,83.27,5.44,0.12,41.66,119,292,38,2.15,231.76,3.04,10.62,Paddy
18.76,83.28,5.5,0.04,4.55,80,210,59,0.76,25.82,0.77,17.94,Cashewnut
18.76,83.28,5.52,0.02,4.56,44,250,49,0.74,100.32,2.81,19.0,Paddy
18.76,83.26,5.0,0.04,2.47,77,265,66,0.48,29.94,0.94,54.63,"Cashewnut, Mango (Intercrop Maize And Seasamum)"
18.76,83.27,5.24,0.05,5.93,72,647,157,1.36,178.0,4.98,104.8,Paddy
18.76,83.27,5.61,0.1,5.69,126,1404,369,2.33,123.5,6.76,163.03,Paddy
18.77,83.35,5.85,0.12,6.02,35,981,178,0.48,74.55,3.24,33.8,Paddy
18.76,83.35,5.92,0.19,2.57,74,1240,260,0.19,33.0,1.76,33.31,Paddy
18.77,83.34,5.24,0.14,6.42,52,930,177,0.84,98.7,4.47,29.95,Paddy
18.77,83.35,5.91,0.1,3.87,42,532,112,0.31,43.37,1.9,30.9,Paddy
18.77,83.35,6.1,0.11,5.68,33,1092,193,0.46,72.78,3.26,30.65,Paddy
18.78,83.34,5.88,0.16,6.57,90,1662,352,0.84,72.07,4.53,27.56,Paddy
18.76,83.35,6.65,0.14,3.61,75,2047,337,0.51,40.97,3.27,24.75,Paddy
18.78,83.34,5.96,0.13,7.14,40,903,157,0.64,66.08,3.33,30.14,Paddy
18.76,83.35,6.92,0.54,3.76,41,1718,286,0.28,42.31,2.78,17.74,Paddy
18.77,83.34,5.85,0.15,7.31,35,902,162,0.64,70.35,3.54,32.41,Paddy
18.78,83.35,6.3,0.11,6.49,45,1093,192,0.62,56.43,3.49,32.98,Paddy
18.77,83.34,6.72,0.19,5.08,84,1763,378,0.74,71.73,3.86,60.02,Paddy
18.77,83.35,6.65,0.09,3.45,17,598,107,0.43,56.61,1.7,10.51,Paddy
18.76,83.35,4.92,0.07,4.23,12,398,78,0.36,89.95,2.22,7.95,Paddy
18.76,83.35,4.81,0.06,2.64,21,357,62,0.27,63.36,1.53,16.26,Paddy
18.77,83.34,5.17,0.14,6.74,46,844,162,0.89,105.95,4.41,30.51,Paddy
18.78,83.35,7.92,0.78,4.86,138,3125,660,0.52,27.64,3.76,10.6,Paddy
18.77,83.34,7.06,0.28,9.3,87,1676,229,0.74,47.74,2.74,27.67,Paddy
18.76,83.35,6.17,0.16,6.35,55,1528,273,0.36,43.94,2.67,30.05,Paddy
18.76,83.35,6.41,0.09,2.65,40,1256,310,0.3,30.04,1.53,21.44,Paddy
18.76,83.35,6.46,0.35,4.87,49,1486,249,0.34,34.6,2.67,25.67,Paddy
18.77,83.34,6.5,0.08,4.06,144,2875,736,0.73,42.29,3.08,47.47,Paddy
18.76,83.35,6.7,0.19,4.74,57,1067,225,0.7,71.72,3.58,61.85,Paddy
18.77,83.34,7.18,0.08,2.14,41,968,154,0.19,11.14,1.0,15.29,Paddy
18.76,83.35,8.12,0.24,30.47,190,3818,797,1.22,38.52,3.01,10.18,Paddy
18.79,83.35,4.78,0.1,4.91,96,358,61,0.8,72.04,2.36,22.71,Paddy
18.78,83.35,6.45,0.11,4.75,44,1305,86,0.64,72.09,2.5,15.47,Paddy
18.78,83.35,4.85,0.06,3.15,38,290,39,0.79,105.06,1.92,40.76,Paddy
18.78,83.35,5.91,0.27,2.96,57,1904,264,0.62,96.65,4.27,28.46,Paddy
18.78,83.35,6.21,0.16,5.0,40,1441,109,0.96,111.61,4.04,19.61,Paddy
18.79,83.35,5.58,0.16,4.18,14,635,87,0.65,69.68,2.0,3.81,Paddy
18.78,83.35,5.82,0.18,3.06,33,1995,163,0.85,128.28,4.92,18.42,Paddy
18.77,83.35,7.01,0.44,5.67,68,2150,429,0.59,30.89,3.4,13.64,Paddy
18.78,83.35,5.91,0.42,10.03,87,834,127,0.9,53.36,2.53,30.8,Paddy
18.78,83.35,5.4,0.15,9.53,98,674,91,0.84,108.86,2.86,41.38,Paddy
18.79,83.35,6.54,0.05,2.33,46,929,108,0.63,24.66,1.49,27.95,Paddy
18.77,83.35,6.56,0.24,8.26,90,2076,388,0.77,54.78,4.1,21.99,Paddy
18.79,83.34,7.66,0.15,3.54,12,1212,200,0.52,51.63,2.16,10.59,Paddy
18.79,83.34,5.11,0.11,3.7,15,586,105,0.63,106.81,2.76,12.39,Paddy
18.78,83.35,7.57,0.2,4.78,44,2509,286,0.79,74.9,3.37,6.85,Paddy
18.79,83.35,5.41,0.13,4.31,61,556,103,0.71,59.42,1.89,20.9,Paddy
18.8,83.34,5.86,0.07,1.99,79,493,186,0.36,28.5,0.7,63.96,Mango
18.8,83.34,5.35,0.05,2.24,105,438,85,0.44,21.86,0.6,26.02,Maize
18.79,83.34,9.5,0.44,1.49,38,908,894,0.3,4.88,0.48,4.2,Paddy
18.79,83.34,8.13,0.13,1.76,202,3074,167,0.16,7.68,0.84,18.24,Cashewnut
18.79,83.34,8.08,0.75,1.55,43,2775,441,0.18,9.6,0.42,18.76,Paddy
18.79,83.34,8.01,0.16,3.56,99,1857,233,0.54,34.66,1.66,33.18,Paddy
18.79,83.34,5.5,0.03,1.42,136,1097,247,0.14,30.52,1.04,75.88,Cashew Nut
18.79,83.34,6.2,0.06,1.92,62,1426,216,0.48,40.66,2.04,120.06,Paddy
18.79,83.34,5.43,0.05,1.98,139,871,187,0.38,36.36,1.0,83.48,Mango
18.76,83.32,5.3,0.08,3.5,92,1153,196,0.47,37.36,1.58,34.45,Paddy
18.78,83.34,4.87,0.07,3.41,46,573,69,0.52,114.66,2.06,26.92,Paddy
18.77,83.34,7.6,0.16,6.14,107,2416,341,0.5,35.66,2.8,29.54,Paddy
18.78,83.34,6.58,0.1,2.44,65,1354,239,0.6,41.02,2.46,96.1,Paady
18.77,83.34,6.1,0.14,7.88,161,1651,288,0.68,114.02,3.98,90.2,Paddy
18.77,83.34,5.68,0.16,5.55,140,1543,244,0.7,85.62,3.24,137.24,Paddy
18.77,83.34,5.02,0.16,10.51,101,739,124,0.64,136.76,3.18,22.12,Paady
18.77,83.34,6.2,0.15,5.59,97,1851,206,0.36,68.1,2.66,35.72,Paddy
18.78,83.34,5.01,0.15,2.32,104,811,141,0.4,46.72,1.42,48.68,Paddy
18.77,83.34,5.5,0.22,4.7,128,1006,184,0.56,81.56,2.26,61.6,Paady
18.77,83.34,5.7,0.08,5.12,91,1429,275,0.88,96.44,3.02,106.32,Paddy
18.77,83.34,5.65,0.08,10.13,78,1080,217,0.7,127.62,3.02,68.52,Paddy
18.77,83.32,5.8,0.13,26.47,110,837,177,1.06,164.37,3.1,30.29,Paddy
18.78,83.32,5.03,0.08,9.56,43,377,85,0.47,101.5,2.24,6.03,Paddy
18.77,83.33,4.8,0.14,8.59,151,1808,408,0.96,88.45,3.12,84.51,Paddy
18.77,83.33,6.88,0.34,4.99,58,1330,303,0.66,36.18,2.98,49.4,Paddy
18.78,83.33,5.71,0.06,4.2,50,739,118,0.3,49.07,2.18,72.28,Paddy
18.78,83.33,5.77,0.23,4.41,197,1641,396,0.54,70.63,2.37,55.58,Unknown
18.78,83.33,5.96,0.15,2.89,115,1583,290,0.29,42.85,1.86,48.77,Paddy
18.79,83.33,7.08,0.21,4.41,17,1129,183,0.25,43.97,1.59,26.3,Paddy
18.78,83.33,4.77,0.06,3.27,19,337,52,0.35,65.35,2.08,7.22,Paddy
18.79,83.32,5.1,0.1,2.53,209,389,110,0.47,21.46,0.88,54.73,Maize
18.79,83.32,4.82,0.09,4.22,166,282,61,0.71,43.35,1.11,57.5,Chilli
18.79,83.32,5.0,0.05,5.14,231,494,120,0.53,49.43,1.28,82.88,Maize
18.79,83.32,5.3,0.08,2.96,80,670,200,0.44,52.17,1.95,66.39,Paddy
18.79,83.32,6.9,0.14,2.92,153,2682,443,0.39,26.4,1.82,30.37,Paddy
18.79,83.32,7.94,0.26,3.17,194,4132,667,0.47,17.59,2.11,12.77,Paddy
18.79,83.32,7.28,0.17,14.2,809,434,73,1.2,15.48,0.72,37.82,Ragi
18.8,83.31,5.88,0.08,39.27,140,637,92,2.75,64.61,2.06,49.6,Ragi
18.79,83.32,5.33,0.27,25.21,449,820,241,0.64,62.53,1.91,52.64,Ragi
18.8,83.32,6.66,0.13,4.34,67,1242,417,1.02,68.36,1.57,59.72,Paddy
18.77,83.32,5.52,0.07,5.69,59,915,182,0.5,35.21,2.18,57.99,Paddy
18.77,83.32,6.0,0.05,2.0,157,2057,477,0.37,53.92,1.74,37.96,Mango
18.78,83.32,5.3,0.03,2.07,111,1034,209,0.23,28.51,1.39,21.9,Mesta
18.78,83.32,5.12,0.03,2.32,175,1130,222,0.21,20.0,0.4,24.25,Unknown
18.76,83.32,5.44,0.13,7.96,370,2377,512,0.4,23.17,0.58,48.22,Paddy
18.76,83.32,6.42,0.16,7.43,217,3511,646,0.91,138.57,3.83,54.55,Paddy
18.76,83.32,5.76,0.19,3.53,97,1493,288,0.51,87.46,2.97,19.81,Paddy
18.76,83.32,5.65,0.09,4.37,53,556,127,0.33,64.24,1.73,7.1,Sesamum
18.76,83.32,6.04,0.09,6.68,63,896,168,0.49,94.18,3.0,35.91,Sesamum
18.76,83.32,4.88,0.07,3.45,47,329,74,0.38,74.85,2.0,6.22,Sesamum
18.76,83.32,6.32,0.11,14.07,120,1956,478,0.83,91.48,3.88,29.36,Paddy
18.76,83.32,5.3,0.12,13.49,70,879,235,0.91,172.65,3.04,19.98,Sesamum
18.77,83.32,4.98,0.09,5.4,60,897,158,0.36,112.94,2.9,15.82,Paddy
18.77,83.32,5.36,0.04,5.63,89,768,119,0.38,108.5,2.71,37.09,Paddy
18.77,83.32,5.86,0.05,7.99,244,1099,247,0.62,42.31,2.46,62.41,Unknown
18.77,83.32,5.7,0.09,3.18,113,1582,238,0.53,44.32,2.52,85.36,Paddy
18.77,83.32,5.14,0.07,2.89,64,600,134,0.59,73.6,2.81,82.73,Paddy
18.77,83.32,4.9,0.11,10.07,116,348,68,0.9,73.72,1.16,53.98,Maize
18.77,83.32,5.96,0.12,6.17,67,886,256,0.81,59.55,2.51,23.37,Paddy
18.76,83.32,6.45,2.25,7.26,113,2047,608,1.37,52.58,4.21,26.92,Paddy
18.76,83.33,5.36,0.15,5.41,55,1113,212,0.46,101.23,3.19,24.06,Paddy
18.76,83.32,6.82,0.07,2.05,56,1139,126,0.12,9.13,0.76,3.15,Paddy
18.76,83.32,5.6,0.06,5.92,51,435,101,0.52,96.01,2.35,7.4,Sesamum
18.76,83.32,6.82,0.1,4.55,86,1601,376,0.61,69.82,2.95,34.65,Sesamum
18.76,83.32,6.2,0.13,8.34,199,4160,604,0.75,75.4,2.4,27.66,Sesamum
18.1,83.63,7.9,0.32,12.62,144,806,262,0.86,5.24,1.08,23.92,Maize
18.1,83.63,7.56,1.01,29.78,181,1228,429,0.96,8.44,1.52,33.28,Maize
18.09,83.63,8.44,0.29,10.12,127,1216,266,0.66,5.94,0.96,15.58,Maize
18.1,83.63,7.25,3.4,34.62,512,1497,578,3.22,12.48,2.32,64.86,Maize
18.09,83.63,6.6,0.14,5.26,88,597,125,0.82,18.68,1.28,49.62,Maize
18.1,83.62,7.82,0.35,28.74,260,1266,393,0.72,26.4,3.14,24.5,Maize
18.09,83.63,8.02,0.43,12.83,139,1013,332,0.44,10.8,1.6,27.44,Maize
18.09,83.63,7.95,0.29,8.59,122,1152,340,0.34,23.4,2.18,40.18,Maize
18.1,83.63,7.3,2.65,29.08,243,1505,579,2.26,7.84,1.38,54.26,Maize
18.1,83.62,7.62,0.33,17.13,137,1026,308,1.16,31.74,2.56,12.28,Sugarcane
18.1,83.63,7.6,1.12,6.35,76,645,222,0.5,12.76,1.34,32.66,Maize
18.09,83.64,8.3,0.19,2.8,89,885,323,0.64,8.7,1.1,30.42,Banana
18.09,83.65,7.85,1.51,85.24,299,990,407,7.32,7.62,1.26,28.5,Maize
18.08,83.66,7.6,1.65,23.37,206,884,385,1.02,21.42,1.98,27.62,Maize
18.08,83.65,8.2,0.31,52.79,103,1014,288,5.72,10.32,1.34,32.6,Maize
18.09,83.65,7.7,0.55,12.77,161,1206,527,1.52,15.16,2.02,41.28,Maize
18.07,83.64,6.87,0.33,8.47,143,566,220,1.04,27.3,1.12,83.98,Coconut
18.09,83.65,7.35,0.82,8.75,71,661,268,0.56,7.64,0.6,25.44,Banana
18.08,83.65,8.05,0.38,34.44,135,1333,309,0.92,25.56,1.82,32.92,Maize
18.08,83.64,8.36,0.48,38.16,232,999,242,6.0,8.08,1.9,29.74,Maize
18.09,83.65,6.8,0.15,4.89,118,953,295,0.68,15.12,1.0,74.0,Maize
18.09,83.66,7.75,0.36,9.72,175,1375,702,1.58,77.66,4.08,27.76,Maize
18.08,83.65,8.58,0.41,7.14,77,1526,619,0.62,7.6,1.16,18.72,Maize
18.07,83.64,6.9,0.18,4.26,147,473,119,1.02,10.18,0.82,144.24,Coconut
18.08,83.66,7.61,8.5,31.19,230,2345,1308,3.58,37.8,2.86,31.12,Maize
18.08,83.65,7.52,0.49,8.16,125,966,403,0.58,25.66,2.42,60.2,Maize
18.08,83.65,8.02,0.21,26.73,94,752,226,3.88,7.94,1.4,32.66,Ground Nut
18.08,83.66,6.9,0.17,24.02,90,590,261,0.94,46.2,2.5,55.12,Maize
18.1,83.64,7.5,0.19,20.99,66,362,140,0.68,10.96,0.98,23.72,Maize
18.1,83.64,7.6,1.84,8.35,305,2809,893,0.7,7.82,1.06,32.3,Coconut
18.1,83.62,7.85,0.68,21.7,208,2235,654,0.58,18.8,2.62,8.82,Maize
18.1,83.62,8.05,0.34,14.26,119,1463,674,0.76,11.32,1.68,14.74,Maize
18.1,83.62,8.03,0.32,15.14,166,1353,414,0.34,8.58,1.46,10.04,Maize
18.11,83.62,5.8,0.06,2.49,84,533,123,0.42,30.06,1.4,65.78,Maize
18.11,83.62,7.75,0.6,11.59,238,1820,574,0.4,11.14,2.18,10.56,Maize
18.1,83.61,8.0,0.24,14.67,191,1794,582,0.32,10.92,2.36,11.86,Maize
18.1,83.62,7.98,0.81,27.07,408,1759,616,0.44,13.32,2.64,12.2,Maize
18.11,83.62,8.01,0.39,13.93,209,1790,550,0.36,11.56,2.18,9.32,Maize
18.1,83.62,7.91,0.36,15.87,196,1520,503,0.32,9.94,1.84,9.96,Maize
18.1,83.62,8.3,0.46,17.06,199,2137,801,0.3,12.04,2.36,7.62,Maize
18.11,83.62,8.4,0.24,9.79,107,1734,503,0.56,12.42,1.52,6.6,Maize
18.11,83.62,8.1,0.29,16.1,208,1831,636,0.42,12.32,2.48,11.06,Maize
18.11,83.62,7.56,1.15,16.66,93,859,445,0.32,18.9,1.76,9.46,Maize
18.1,83.62,7.6,0.35,22.5,385,1443,367,1.76,8.82,1.74,43.06,Maize
18.1,83.61,7.95,0.16,4.82,127,805,378,0.76,5.72,0.7,35.84,Maize
18.1,83.62,7.61,0.5,36.71,122,917,484,1.56,8.44,1.26,33.22,Maize
18.1,83.62,8.02,0.44,16.59,176,1095,356,1.6,5.32,0.86,17.62,Coconut
18.11,83.61,7.98,0.4,31.37,141,1453,567,2.66,14.46,1.7,16.02,Maize
18.1,83.61,7.65,0.69,41.06,314,1193,468,2.56,10.38,1.68,55.9,Coconut
18.1,83.62,8.3,0.62,17.6,204,2143,803,0.4,13.96,2.7,10.82,Maize
18.1,83.63,8.33,1.31,3.37,168,1992,662,0.16,11.62,2.48,11.14,Maize
