Latitude,Longitude,Soil_type,Crop_type,pH,EC,OC,Avail_P,Exch_K,Avail_Ca,Avail_Mg,Avail_S,Avail_Zn,Avail_B,Avail_Fe,Avail_Cu,Avail_Mn
18.76,83.85,Red soil,Paddy,6.75,0.14,0.36,3.54,104,1434,252,8.13,0.82,0.53,32.12,2.14,44.64
18.76,83.85,Red soil,Paddy,5.65,0.08,0.4,1.78,175,1106,277,3.21,1.32,0.7,64.1,4.48,60.86
18.76,83.85,Red soil,Paddy,5.95,0.09,0.81,3.18,67,1658,285,12.2,1.2,0.82,147.32,5.9,62.42
18.76,83.86,Red soil,Paddy,7.9,0.17,0.71,3.26,107,3529,786,6.29,0.74,0.72,32.7,2.94,35.28
18.62,83.83,Red soil,Paddy,4.82,0.14,0.33,24.44,102,217,50,6.81,2.48,0.37,143.16,2.02,62.6
18.62,83.82,Red soil,Paddy,6.38,0.07,0.47,3.5,55,1158,396,5.62,0.78,0.4,48.26,2.0,33.38
18.62,83.82,Red soil,Paddy,6.1,0.06,0.37,4.24,54,597,180,4.2,1.16,0.36,49.8,1.84,74.4
18.69,83.82,Red soil,Paddy,5.55,0.07,0.53,23.05,150,1018,238,8.69,2.7,0.55,213.64,3.48,39.18
18.7,83.82,Red soil,Paddy,6.02,0.06,0.26,6.44,86,835,185,3.05,1.4,0.48,69.2,2.04,20.04
18.7,83.82,Red soil,Paddy,5.05,0.12,0.72,7.68,87,1113,280,6.22,3.1,0.75,346.18,7.5,118.04
18.68,83.83,Red soil,Paddy,6.42,0.04,0.34,27.57,65,1647,433,8.84,1.5,0.36,129.76,2.92,128.7
18.68,83.83,Red soil,Paddy,6.05,0.1,0.49,5.77,50,1372,374,2.77,1.96,0.37,192.4,2.64,32.54
18.68,83.84,Red soil,Paddy,6.6,0.08,0.62,9.18,55,2108,539,6.25,1.7,0.46,207.08,4.08,22.26
17.73,82.86,Black ,Sugarcane ,8.32,0.39,0.71,8.15,306,2527,681,13.53,0.74,1.33,3.44,1.42,12.44
17.73,82.86,Black ,Sugarcane ,8.27,0.52,0.66,20.64,159,2541,937,39.25,0.7,1.72,34.78,3.6,3.9
17.73,82.86,RED,Paddy/ Sugarcane,8.26,0.14,0.42,12.38,231,711,299,3.94,0.88,1.0,4.5,0.49,10.6
17.73,82.86,RED,Paddy/ Sugarcane,8.09,0.16,0.27,2.83,105,951,436,3.5,0.54,0.83,9.86,1.05,16.68
17.73,82.86,RED,Paddy/ Sugarcane,7.9,0.12,0.19,5.19,42,449,150,2.75,0.74,0.49,10.44,0.81,14.28
17.73,82.86,RED,Paddy/ Sugarcane,6.21,0.08,0.22,5.77,133,531,132,4.57,0.54,0.43,51.28,1.01,60.9
17.73,82.86,RED,Paddy/ Sugarcane,6.05,0.06,0.34,13.43,141,330,80,2.72,0.98,0.37,44.64,0.73,29.22
17.73,82.86,RED,Paddy/ Sugarcane,6.12,0.03,0.22,4.08,48,485,122,1.5,0.42,0.32,49.52,0.91,54.84
17.73,82.86,RED,Paddy/ Sugarcane,5.75,0.09,0.49,8.98,158,396,66,4.13,0.76,0.41,65.6,0.81,35.66
17.73,82.86,Black ,Sugarcane ,8.25,0.24,0.32,10.73,115,1996,386,8.7,0.82,0.89,2.76,1.12,9.14
17.73,82.86,Black ,Sugarcane ,8.26,0.15,0.37,10.4,69,1297,329,6.96,1.06,0.57,13.24,0.8,11.3
17.73,82.86,Black ,Sugarcane ,8.35,0.16,0.33,8.99,116,2318,527,5.05,1.08,0.81,13.72,0.84,9.7
17.73,82.86,Black ,Sugarcane ,7.62,0.21,0.29,61.48,169,1038,340,8.31,2.08,0.69,5.26,0.68,15.52
17.6,82.87,   Black,Paddy/ Sugarcane,6.65,0.11,0.36,11.59,131,680,193,4.41,0.92,0.52,17.68,1.38,31.36
17.6,82.87,Red Sandy,Paddy/ Sugarcane,7.25,0.14,0.37,3.5,87,1181,232,5.82,0.36,0.81,16.8,1.22,31.48
17.6,82.87,Red Sandy,Paddy/ Sugarcane,6.0,0.03,0.68,2.41,45,843,199,0.63,0.2,0.33,18.82,0.88,49.3
17.6,82.87,Red Sandy,Paddy/ Sugarcane,5.24,0.03,0.25,2.47,36,605,107,1.87,1.02,0.19,45.12,1.28,53.06
17.6,82.87,Red Sandy,Paddy/ Sugarcane,5.81,0.07,0.38,4.68,62,623,99,4.94,2.42,0.41,23.12,0.94,62.78
17.6,82.87,Red Sandy,Paddy/ Sugarcane,6.28,0.03,0.61,12.79,37,548,59,1.07,1.08,0.41,31.92,0.88,57.82
17.6,82.87,   Black,Paddy/ Sugarcane,7.2,0.17,0.18,4.48,442,1455,620,12.78,0.42,1.76,20.78,2.12,16.84
17.6,82.87,   Black,Paddy/ Sugarcane,7.51,0.16,0.47,4.1,139,1953,465,10.15,0.6,1.28,25.12,2.32,31.32
17.6,82.87,   Black,Paddy/ Sugarcane,6.42,0.17,0.5,5.21,132,971,218,8.68,0.96,0.73,48.44,1.6,50.3
17.6,82.87,   Black,Paddy/ Sugarcane,7.95,0.55,0.64,14.85,277,1036,346,26.92,3.48,1.14,6.06,0.88,22.16
17.74,82.82,Red,Sugarcane ,8.92,0.36,0.3,3.48,143,1740,669,14.12,0.7,1.21,11.14,1.86,10.78
17.74,82.82,Red,Sugarcane ,7.82,0.1,0.32,8.56,178,2790,495,1.94,0.58,1.14,11.4,1.22,12.92
17.74,82.82,Red,Sugarcane ,8.75,0.5,0.61,7.58,108,1455,443,45.46,0.62,1.89,19.02,2.44,7.86
17.73,82.86,Red,Sugarcane ,7.88,0.14,0.73,10.86,169,1971,661,5.85,0.78,1.23,41.52,2.92,18.74
17.74,82.82,Red,Sugarcane ,7.68,0.08,0.51,7.22,96,1477,345,2.75,0.7,0.72,14.3,1.1,15.0
17.74,82.81,Red,Sugarcane ,8.25,0.13,0.16,2.53,93,2566,216,3.43,0.44,0.66,3.54,0.7,6.02
17.75,82.82,Red,Sugarcane ,7.09,0.1,0.76,10.15,83,1884,328,4.23,0.76,0.69,26.58,1.48,22.4
17.75,82.82,Red,Sugarcane ,8.05,0.1,0.34,6.68,276,941,332,2.6,0.76,0.86,5.8,0.78,14.18
17.75,82.82,Red,Sugarcane ,8.07,0.13,0.8,5.28,150,2461,470,5.53,0.74,1.01,18.14,1.64,9.82
17.74,82.82,Black ,Paddy,8.5,0.95,0.54,17.34,145,2363,844,32.2,0.98,2.17,15.78,2.38,18.82
17.75,82.83,Black ,Paddy,8.43,0.45,0.32,11.61,148,1889,439,14.04,0.52,2.04,15.6,1.38,14.02
17.73,82.81,Black ,Paddy,7.73,0.17,0.29,20.81,80,727,289,6.58,0.7,0.9,9.14,0.5,19.8
17.74,82.83,Black ,Paddy,7.78,0.13,0.35,3.23,117,495,324,6.42,0.46,0.64,6.68,0.52,17.22
17.75,82.82,Black ,Paddy,8.44,0.47,0.23,6.97,908,818,404,20.98,1.02,1.1,6.6,0.8,14.06
17.75,82.82,Black ,Paddy,7.55,0.27,0.31,9.48,96,669,268,9.84,0.74,0.76,7.84,0.66,18.54
17.75,82.82,Red,Sugarcane ,7.98,0.06,0.3,6.73,52,817,190,2.05,0.64,0.51,4.22,0.58,11.62
17.75,82.82,Red,Sugarcane ,5.94,0.08,0.22,2.33,88,1054,184,11.68,0.36,0.53,6.54,0.54,45.58
17.75,82.82,Red,Sugarcane ,7.51,0.18,0.29,2.1,47,1772,273,4.84,0.34,0.25,13.02,0.58,19.24
17.75,82.82,Red,Sugarcane ,8.25,0.12,0.31,2.02,73,2365,415,2.71,0.34,0.81,14.58,1.34,11.78
17.75,82.82,Red,Sugarcane ,7.38,0.11,0.61,13.56,152,1558,209,5.64,0.64,0.67,10.18,0.98,17.18
17.75,82.82,Black ,Paddy,7.3,0.22,0.46,3.48,74,941,384,7.18,0.34,0.98,15.8,1.34,25.64
17.74,82.82,Black ,Paddy,7.94,0.41,0.61,6.63,263,2114,394,14.03,0.72,0.73,19.28,0.92,23.64
17.75,82.89, Red,Sugarcane,5.37,0.08,0.14,6.56,60,303,63,4.25,0.68,0.36,27.12,0.72,33.46
17.75,82.89,Black  ,Sugarcane,7.77,0.17,0.37,5.5,88,2720,856,5.96,0.32,1.24,23.2,2.12,28.6
17.75,82.89,Black,Paddy,7.78,0.35,0.7,19.27,166,2414,686,19.49,0.78,7.43,41.3,2.68,15.1
17.75,82.89,Black,Paddy,8.15,0.29,0.21,3.65,87,1545,567,8.04,0.12,1.11,8.36,1.44,14.96
17.75,82.89,Black,Paddy,8.01,0.19,0.21,4.89,87,1946,1156,5.03,0.22,1.58,11.44,1.5,16.1
17.75,82.89,Red,Sugarcane,6.58,0.07,0.13,2.43,75,290,122,2.51,0.42,0.48,12.22,0.54,21.98
17.75,82.89,Red Sandy,Sugarcane,7.57,0.1,0.16,8.69,93,589,163,2.86,0.54,0.41,11.98,0.78,24.36
17.74,82.89,Red,Sugarcane,8.28,0.18,0.51,7.87,69,2606,429,4.13,0.22,0.66,7.58,0.98,9.26
17.74,82.9,Red Sandy,Paddy/ Sugarcane,7.28,0.67,0.49,7.26,112,1020,435,41.74,0.94,1.25,26.62,3.78,27.12
17.74,82.9,Black,Paddy/ Sugarcane,8.11,0.76,0.59,11.39,234,2839,929,84.43,0.68,2.47,30.86,2.9,17.44
17.74,82.9,Black,Paddy/ Sugarcane,8.18,0.19,0.23,1.97,110,2503,547,8.54,0.18,1.13,10.5,1.5,15.14
17.74,82.9,Red Sandy,Paddy/ Sugarcane,6.01,0.1,0.3,9.02,85,491,89,3.89,0.56,0.4,27.2,0.96,23.3
17.68,82.89,red sandy,suger cane ,6.65,0.08,0.53,5.01,237,1579,451,9.54,1.14,1.19,49.9,3.22,57.64
17.68,82.89,red sandy,suger cane ,7.8,0.09,0.5,4.32,80,1517,548,3.31,0.44,1.25,24.2,2.3,17.02
17.68,82.89,red sandy,suger cane ,7.42,0.1,0.39,2.92,212,1842,465,2.43,0.52,0.51,17.56,1.88,22.62
17.68,82.89,red sandy\,suger cane ,7.82,0.07,0.27,4.51,80,526,288,2.76,0.62,1.09,7.26,0.7,13.84
17.68,82.89,black sandy,paddy,7.34,0.11,0.76,7.58,153,1261,343,5.22,0.82,1.14,27.9,1.92,31.7
17.68,82.89,blacksandy,paddy,7.1,0.12,0.79,9.71,263,1403,416,5.55,0.94,1.14,30.2,2.22,35.76
17.68,82.89,red sandy,suger cane ,6.77,0.16,1.38,13.67,262,1519,441,9.44,1.36,1.37,64.2,2.82,33.78
17.68,82.89,red sandy,suger cane ,7.55,0.14,0.53,10.3,329,1355,348,8.98,0.74,1.15,29.18,2.06,27.6
17.68,82.89,black sandy,paddy,8.43,0.3,0.49,8.53,139,1587,555,18.55,0.44,3.44,22.22,2.74,12.98
17.68,82.89,red sandy,paddy,6.65,0.2,1.19,15.36,255,1422,417,10.45,1.6,1.47,68.72,2.96,36.2
17.68,82.89,black sandy ,paddy,8.1,0.12,0.31,3.49,110,1714,413,3.34,0.42,0.75,8.26,0.82,20.22
17.68,82.89,black sandy,paddy,7.9,0.1,0.11,5.26,48,333,133,4.35,0.72,0.48,11.0,0.58,16.48
17.68,82.89,red sandy,suger cane ,5.95,0.03,0.25,11.71,90,303,69,1.76,0.62,0.19,46.76,0.76,31.34
17.68,82.89,black sandy,paddy,5.6,0.03,0.25,7.89,63,523,122,1.84,0.68,0.26,63.36,1.34,61.44
17.69,82.89,red sandy,suger cane ,7.7,0.11,0.23,1.84,92,1915,574,3.07,0.12,0.86,10.48,1.1,17.1
17.69,82.89,red sandy,suger cane ,6.08,0.05,0.26,2.06,170,863,243,3.2,0.42,0.56,25.82,1.2,41.98
17.69,82.89,red sandy,suger cane ,8.62,0.31,0.28,2.37,86,959,463,18.3,0.18,3.1,13.62,1.68,9.9
17.69,82.89,black,suger cane ,5.6,0.03,0.2,1.7,127,250,94,1.48,0.32,0.34,19.56,0.74,38.38
17.68,82.89,black sandy,suger cane ,6.48,0.08,0.32,3.4,74,551,189,4.98,0.36,0.63,22.3,1.46,21.82
17.68,82.89,red sandy,suger cane ,6.0,0.04,0.21,2.1,141,378,170,2.96,0.26,0.31,29.34,1.02,37.26
17.68,82.89,red sandy,suger cane ,6.81,0.12,1.16,5.63,185,1120,322,5.51,0.86,1.08,44.62,2.16,33.74
17.68,82.89,red sandy,suger cane ,7.28,0.09,0.74,8.4,115,1648,553,3.42,0.48,1.76,28.86,1.96,22.66
17.68,82.89,red sandy,suger cane ,6.97,0.09,0.54,9.16,91,995,328,3.38,0.56,1.35,41.0,2.08,19.06
17.68,82.89,red sandy,suger cane ,7.65,0.17,0.68,7.77,200,1314,482,3.48,0.68,1.96,34.78,2.64,21.48
17.68,82.89,red sandy,suger cane ,8.38,2.52,0.43,14.57,2037,869,223,184.3,0.86,1.84,6.26,0.68,17.24
17.73,82.86,RED,SUGER CANE ,7.71,0.18,0.69,26.41,385,842,277,6.24,1.86,0.95,11.14,1.2,18.5
17.73,82.86,RED,SUGER CANE ,7.29,0.11,0.76,10.78,250,1248,310,6.63,1.18,1.1,16.16,1.42,23.46
17.73,82.86,RED,SUGER CANE ,7.12,0.1,0.41,14.02,186,661,180,4.4,1.2,0.67,28.14,0.94,27.56
17.73,82.86,RED,SUGER CANE ,5.76,0.02,0.21,4.15,49,259,91,1.36,0.44,0.16,37.42,0.7,28.8
17.73,82.86,RED,SUGER CANE ,6.2,0.06,0.78,5.65,143,959,383,5.05,0.72,0.88,65.24,2.12,39.7
17.73,82.86,RED,SUGER CANE ,6.18,0.07,0.79,5.57,140,869,359,5.46,0.68,0.87,65.14,2.02,39.38
17.73,82.86,RED,SUGER CANE ,7.1,0.1,0.67,8.93,127,948,298,5.1,0.7,1.11,33.3,1.4,23.36
17.73,82.86,RED,SUGER CANE ,5.91,0.05,0.67,3.25,201,722,304,1.21,0.48,0.57,33.12,1.8,85.64
17.74,82.89,Red,Paddy/ Sugarcane,7.58,0.17,0.55,25.62,271,1026,268,7.06,1.28,0.88,7.98,0.96,20.48
17.74,82.89,Red Sandy,Paddy/ Sugarcane,8.48,0.32,0.21,36.94,119,727,668,9.09,0.48,2.08,6.46,0.68,16.82
17.74,82.89,Red,Paddy/ Sugarcane,8.16,0.28,0.41,4.82,95,2511,320,13.83,0.46,1.12,19.04,1.24,19.98
17.74,82.89,Red Sandy,Paddy/ Sugarcane,8.41,0.35,0.38,22.22,86,1273,282,13.87,0.82,0.99,10.16,1.02,15.16
17.74,82.89,Black,Paddy/ Sugarcane,8.17,0.38,0.54,36.81,131,2949,728,10.56,0.64,1.81,15.08,1.84,11.06
17.74,82.89,Black,Paddy/ Sugarcane,5.96,0.07,0.29,4.09,67,735,215,4.14,0.4,0.45,19.9,0.86,31.34
17.74,82.89,Black,Paddy/ Sugarcane,8.5,0.22,0.39,5.04,99,2633,741,5.83,0.38,1.73,15.4,2.4,12.18
17.74,82.89,Black,Paddy/ Sugarcane,8.01,0.24,0.62,4.88,103,2492,774,15.86,0.48,2.45,20.14,2.06,16.94
17.74,82.89,Red Sandy,Paddy/ Sugarcane,7.81,0.13,0.42,4.55,74,2012,455,6.47,0.38,1.18,19.42,1.82,17.44
17.74,82.89,Red Sandy,Paddy/ Sugarcane,6.5,0.14,0.29,21.46,155,513,95,4.61,0.8,0.46,17.54,0.72,20.72
17.74,82.89,Black,Paddy/ Sugarcane,6.9,0.19,1.03,21.61,134,2143,623,21.76,0.98,1.46,40.04,2.48,34.92
17.74,82.89,Black,Paddy/ Sugarcane,8.18,0.19,0.57,10.16,86,2276,507,9.04,0.52,1.52,15.42,1.54,10.24
17.74,82.89,Black,Paddy/ Sugarcane,7.52,0.32,0.73,23.51,86,2146,575,13.9,0.66,1.43,64.82,2.66,24.42
17.74,82.89,Black,Paddy/ Sugarcane,7.14,0.81,0.62,9.88,117,1314,371,68.42,0.76,1.77,26.24,2.26,24.38
17.74,82.89,Black,Paddy/ Sugarcane,7.5,0.13,0.8,25.12,116,2527,728,7.56,0.94,1.53,45.76,3.24,30.26
17.74,82.89,Black,Paddy/ Sugarcane,8.1,0.18,0.76,12.71,143,3617,610,8.18,0.74,1.96,27.36,2.38,13.12
17.74,82.89,Black,Paddy/ Sugarcane,7.42,1.02,0.66,20.57,104,1588,413,89.24,0.66,2.03,15.12,2.06,22.62
17.74,82.89,Black,Paddy/ Sugarcane,7.33,0.21,0.71,19.96,211,2044,503,13.71,0.36,1.14,16.52,2.2,9.56
17.74,82.89,Black,Paddy/ Sugarcane,7.86,0.2,0.64,5.49,103,2836,827,13.25,0.64,1.66,20.22,2.2,15.02
17.74,82.89,Red,Paddy/ Sugarcane,6.35,0.12,0.47,9.81,87,1427,364,6.15,0.42,0.95,42.94,1.84,34.9
17.74,82.89,Red ,Paddy/ Sugarcane,8.08,0.23,0.4,26.06,108,1562,435,6.84,0.74,1.8,4.36,0.7,17.0
17.74,82.89,Black,Paddy/ Sugarcane,7.32,0.55,0.9,17.76,114,1800,804,35.93,0.98,1.81,20.1,2.08,32.26
17.74,82.89,Black Sandy,Paddy/ Sugarcane,8.35,0.58,0.37,22.05,107,1091,277,21.55,0.94,1.17,7.34,0.88,16.74
17.74,82.89,Black,Paddy/ Sugarcane,8.25,0.45,0.73,15.0,87,1629,441,33.09,1.36,2.45,31.52,2.34,22.98
17.74,82.89,Red Sandy,Paddy/ Sugarcane,7.1,0.14,0.65,18.46,315,966,265,6.09,1.44,1.04,12.1,1.1,25.88
17.74,82.89,Red Sandy,Paddy/ Sugarcane,7.4,0.11,0.36,12.52,129,766,284,4.16,1.02,0.78,5.58,0.76,19.24
17.74,82.89,Black,Paddy/ Sugarcane,8.05,0.35,0.91,101.77,690,2320,732,31.75,2.76,2.18,31.94,2.8,17.48
17.74,82.89,Black Sandy,Paddy/ Sugarcane,6.53,0.15,0.49,22.41,129,1071,166,7.19,0.96,0.48,22.46,1.5,35.52
17.74,82.89,Red Sandy,Paddy/ Sugarcane,7.8,0.13,0.32,16.48,114,1076,238,8.16,0.64,0.85,8.1,0.84,21.38
17.74,82.89,Red Sandy,Paddy/ Sugarcane,4.85,0.14,0.41,3.58,65,419,109,7.1,0.72,0.39,34.14,1.14,61.76
17.74,82.89,Red Sandy,Paddy/ Sugarcane,6.92,0.12,0.31,4.07,64,506,124,4.64,0.42,0.47,11.3,0.52,17.52
17.74,82.89,Black ,Paddy,8.36,0.17,0.56,14.93,170,2440,890,7.58,0.62,1.52,14.66,2.34,7.5
17.74,82.89,Black ,Paddy,8.44,0.16,0.61,8.77,128,2367,706,7.75,0.76,1.06,3.08,1.3,10.74
17.74,82.89,Black ,Paddy,8.21,0.2,0.4,8.79,93,2553,596,13.25,0.6,0.98,19.52,1.8,6.04
17.74,82.89,Black ,Paddy,8.0,0.29,0.52,9.59,159,1651,373,19.83,0.7,1.04,25.86,2.18,9.54
17.74,82.89,Black ,Paddy,8.26,0.38,0.45,11.32,115,2580,510,31.16,0.78,1.2,34.46,2.92,10.76
17.74,82.89,Black ,Sugarcane ,5.83,0.18,0.09,2.24,63,601,146,4.65,0.62,0.52,46.16,1.02,56.84
17.74,82.89,Black ,Sugarcane ,5.13,0.18,0.15,1.87,87,341,131,3.15,0.52,0.46,12.62,0.42,31.84
17.72,82.84,Red Sandy,Paddy/ Sugarcane,8.2,0.22,0.6,19.61,128,1273,296,9.79,0.96,1.28,12.88,1.18,17.34
17.72,82.84,Black Sandy,Paddy/ Sugarcane,8.36,0.2,0.41,20.43,73,861,454,7.13,0.94,1.36,7.98,1.2,21.82
17.72,82.84,Red,Paddy/ Sugarcane,7.23,0.1,0.54,2.38,77,1182,464,4.38,0.26,1.11,17.06,1.96,34.0
17.72,82.84,Black,Paddy/ Sugarcane,7.46,0.08,0.22,1.62,80,1694,475,1.95,0.2,0.61,10.22,0.88,18.62
17.72,82.84,Black,Paddy/ Sugarcane,9.42,1.42,0.04,2.37,92,2228,526,163.46,0.2,4.56,10.14,0.82,13.84
17.72,82.84,Black,Paddy/ Sugarcane,8.2,0.81,0.12,29.04,340,2109,823,77.32,1.16,3.28,36.0,3.8,18.84
17.72,82.84,Black,Paddy/ Sugarcane,8.5,0.62,0.7,9.55,101,1841,299,113.68,0.64,2.15,26.46,2.22,26.86
17.72,82.84,Black,Paddy/ Sugarcane,5.9,0.07,0.56,7.68,42,873,175,10.03,0.56,0.59,72.84,2.1,32.34
17.72,82.84,Red,Paddy/ Sugarcane,6.4,0.16,0.4,10.39,153,1006,200,18.21,1.06,1.08,54.8,1.74,21.62
17.71,82.84,Black,Paddy/ Sugarcane,6.75,0.08,0.48,2.35,213,1334,331,4.76,0.58,1.16,20.38,1.24,42.78
17.71,82.84,Black Sandy,Paddy/ Sugarcane,6.32,0.08,0.6,2.91,61,830,157,5.04,0.18,0.57,37.86,1.34,61.14
17.72,82.84,Black,Paddy/ Sugarcane,7.52,0.22,0.28,4.5,211,2445,606,11.0,0.32,1.38,9.9,1.54,19.12
17.72,82.84,Black,Paddy/ Sugarcane,5.43,0.03,0.54,2.0,59,342,65,2.38,0.16,0.33,25.8,0.8,47.78
17.71,82.84,Black,Paddy/ Sugarcane,7.92,0.16,0.19,6.77,128,3271,518,30.7,0.12,1.35,14.82,1.9,11.34
17.72,82.84,Black,Paddy/ Sugarcane,7.41,0.09,0.49,3.96,80,1355,275,4.74,0.22,0.61,9.76,1.08,25.38
17.71,82.84,Black,Paddy/ Sugarcane,8.51,0.14,0.38,2.13,94,2558,826,2.57,0.19,1.7,11.12,1.54,7.66
17.72,82.84,Red,Paddy/ Sugarcane,7.15,0.17,0.33,6.53,146,2284,417,11.09,0.32,1.09,25.8,2.28,36.38
17.72,82.84,Red Sandy,Paddy/ Sugarcane,7.45,0.11,0.55,5.43,88,1104,280,4.21,0.44,0.55,5.24,0.88,14.1
17.71,82.84,Black,Paddy/ Sugarcane,7.72,0.25,0.32,13.42,97,1772,329,32.66,0.38,1.34,28.82,1.9,10.82
17.71,82.84,Black,Paddy/ Sugarcane,7.86,0.2,0.54,4.25,97,1628,324,8.96,0.16,1.03,15.46,1.42,17.2
17.72,82.84,Black,Paddy/ Sugarcane,7.63,0.14,0.46,2.69,64,1825,354,4.97,0.2,0.82,19.82,1.56,25.22
17.71,82.84,Black Sandy,Paddy/ Sugarcane,6.6,0.12,0.46,4.8,92,1767,449,13.52,0.26,1.03,41.52,2.34,30.18
17.71,82.84,Black ,Sugarcane ,8.26,0.15,0.2,19.57,67,538,279,4.79,0.68,0.68,6.04,0.6,11.68
17.72,82.84,Black ,Paddy,6.1,0.04,0.27,2.0,55,374,82,3.74,0.68,0.3,12.46,0.44,33.8
17.71,82.84,Black ,Paddy,7.37,0.12,0.15,3.1,57,354,199,5.55,0.62,0.59,8.78,0.6,20.0
17.72,82.84,Black,Paddy/ Sugarcane,6.72,0.09,0.56,4.18,102,1041,299,6.05,0.54,1.18,27.5,2.08,34.42
17.72,82.84,Black,Paddy/ Sugarcane,7.63,0.07,0.46,4.03,53,1148,229,2.57,0.28,0.95,23.02,1.24,21.48
17.71,82.84,Black ,Sugarcane ,6.85,0.15,0.43,7.23,51,468,161,6.0,1.04,0.35,16.1,0.42,22.82
17.74,82.88,Black ,Paddy/ Sugarcane,7.54,0.21,0.55,10.91,74,957,266,17.24,0.52,1.49,29.28,1.84,16.44
17.74,82.88,Black ,Paddy/ Sugarcane,6.5,0.15,0.7,6.68,90,1902,328,16.09,0.66,1.47,42.36,2.32,46.74
17.74,82.88,Black ,Paddy/ Sugarcane,6.32,0.1,0.35,3.41,76,1685,282,3.81,0.22,0.67,24.72,1.56,37.36
17.74,82.87,Black ,Paddy/ Sugarcane,5.93,0.03,0.2,2.25,37,506,88,1.62,0.2,0.3,18.32,0.74,24.56
17.74,82.88,Black ,Paddy/ Sugarcane,7.74,0.56,0.71,33.44,271,2619,651,21.63,1.4,1.65,6.56,1.36,21.98
17.87,82.5,Black,Ragi/Niger,7.2,0.44,2.64,21.41,604,2182,321,19.42,5.58,1.78,31.56,2.08,77.34
17.87,82.5,Black,Ragi/Niger,5.63,0.04,0.77,3.0,148,724,156,1.46,0.42,0.63,19.2,1.7,42.42
17.84,82.59,Black,Ragi/Niger,5.75,0.02,1.16,6.47,116,518,113,1.84,3.56,0.6,187.02,6.56,109.54
17.87,82.5,Black,Ragi/Niger,5.75,0.04,0.42,8.65,126,739,174,3.32,0.58,0.43,117.6,2.24,40.7
17.84,82.58,Black,Ragi/Niger,6.72,0.03,0.41,2.37,86,1968,635,0.7,0.42,0.24,41.08,2.2,61.92
17.85,82.58,Black,Ragi/Niger,6.55,0.04,0.6,3.52,114,1287,357,10.62,0.56,0.59,40.1,3.04,91.9
17.85,82.58,Red,Ragi/Niger,6.47,0.07,1.02,5.72,180,1374,411,3.5,1.0,0.62,62.74,3.8,108.06
17.85,82.58,Black Sandy,Ragi/Niger,4.98,0.26,0.7,4.4,210,602,180,3.76,1.0,0.48,103.62,4.3,110.3
17.85,82.57,Black,Ragi/Niger,5.41,0.04,0.71,3.82,81,725,199,1.87,0.88,0.39,111.64,3.6,22.96
17.85,82.57,Black,Ragi/Niger,5.5,0.06,0.84,4.97,114,949,248,2.87,1.2,0.45,142.06,4.2,47.38
17.85,82.57,Red,Ragi/Niger,6.3,0.04,0.97,5.05,132,912,267,2.38,0.62,0.4,54.6,3.36,99.9
17.84,82.58,Red,Ragi/Niger,6.46,0.06,0.99,5.76,164,1303,364,2.95,1.1,0.65,59.56,3.58,152.84
17.85,82.59,Red,Ragi/Niger,6.16,0.03,0.48,3.03,90,742,92,1.65,0.6,0.39,29.9,2.56,91.72
17.86,82.58,Red,Ragi/Niger,6.42,0.03,0.37,3.15,92,784,149,1.58,0.7,0.36,27.56,2.42,130.36
17.85,82.58,Black Sandy,Ragi/Niger,6.16,0.06,0.92,13.9,179,874,235,5.67,1.04,0.59,54.92,3.08,90.7
17.81,82.49,Red Sandy,Maize/Paddy/Rajma,5.47,0.08,0.86,4.72,144,733,144,2.62,1.18,0.66,37.8,2.86,118.82
17.81,82.5,Red Sandy,Maize/Paddy/Rajma,5.86,0.02,0.51,3.39,101,521,120,0.76,0.14,0.32,16.34,1.72,40.06
17.81,82.5,Red,Maize/Paddy/Rajma,6.36,0.04,0.76,4.1,144,1337,223,1.36,0.46,0.59,21.12,2.18,88.88
17.81,82.51,Black,Maize/Paddy/Rajma,6.31,0.07,1.67,5.09,237,1386,257,3.99,1.14,0.92,41.28,2.28,82.92
17.81,82.51,Black,Maize/Paddy/Rajma,6.8,0.13,1.33,6.21,189,1414,214,5.49,1.24,0.75,29.8,1.62,60.64
17.81,82.49,Black,Maize/Paddy/Rajma,6.62,0.09,1.35,4.9,163,1348,204,5.01,0.88,0.65,29.96,1.46,61.04
17.81,82.49,Black,Maize/Paddy/Rajma,7.06,0.2,1.54,8.52,254,1510,214,6.42,1.16,0.7,24.66,1.54,53.12
17.81,82.49,Red,Maize/Paddy/Rajma,5.98,0.05,0.87,3.25,146,787,121,2.67,0.62,0.72,28.78,2.3,72.46
17.81,82.49,Red,Maize/Paddy/Rajma,5.83,0.06,0.9,4.15,229,618,124,3.12,0.88,0.63,23.66,1.84,51.7
17.82,82.49,Black,Maize/Paddy/Rajma,6.55,0.08,1.94,4.53,272,1745,177,3.36,2.32,1.11,26.2,1.22,101.64
17.82,82.49,Black,Maize/Paddy/Rajma,6.54,0.09,2.16,5.31,350,2030,207,3.93,2.88,1.17,34.32,1.64,121.08
17.82,82.49,Black,Maize/Paddy/Rajma,6.15,0.08,1.39,3.95,323,1339,317,3.51,1.06,0.82,35.62,2.2,70.98
17.82,82.49,Black Sandy,Maize/Paddy/Rajma,6.22,0.17,1.01,5.27,261,1110,162,6.42,2.18,0.63,141.54,8.34,256.88
